<<<<<<< HEAD
课程编号,课程名,校区,老师,分类,类型,开课学院,学分
B2F241040,工业系统中的科学技术与实践四：多旋翼无人机(英汉双语),学院路校区,马纪明,核心通识类,必修,中法工程师学院,1
B2F270130,光电高分子材料与应用(全汉语),学院路校区,霍利军,核心通识类,必修,化学学院,2
B2F290280,名师研讨课 法律与社会(全汉语),学院路校区,李亚梅,核心通识类,必修,人文与社会科学高等研究院,1
B3I013240,高分子物理(全汉语),学院路校区,杨继萍,核心专业类,必修,材料科学与工程学院,3
B3I013250,电化学原理(全汉语),学院路校区,李松梅,核心专业类,必修,材料科学与工程学院,3
B3I013260,材料物理性能(全汉语),学院路校区,毕晓昉,核心专业类,必修,材料科学与工程学院,3
B3I013270,材料力学性能(全汉语),学院路校区,张 峥|吴素君,核心专业类,必修,材料科学与工程学院,3
B3I013310,材料合成与制备自主综合实验(全汉语),学院路校区,沙江波,核心专业类,必修,材料科学与工程学院,1
B3I013320,材料的组成与结构分析综合实验(全汉语),学院路校区,段辉平,核心专业类,必修,材料科学与工程学院,1
B3I013330,材料的物理和力学性能综合实验(全汉语),学院路校区,毕晓昉,核心专业类,必修,材料科学与工程学院,1
B3I013340,材料的环境作用与电化学综合实验(全汉语),学院路校区,李松梅,核心专业类,必修,材料科学与工程学院,1
B3I013350,材料的工艺成型技术综合实验(全汉语),学院路校区,王 凯,核心专业类,必修,材料科学与工程学院,1
B3I023150,微波技术(全汉语),学院路校区,苗俊刚|叶修竹|王正鹏,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,全绍辉,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,邓 晖,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,许 鼎|白 明|胡岸勇,核心专业类,必修,电子信息工程学院,3.5
B3I023150,微波技术(全汉语),学院路校区,李志平|孙国琳|阮存军,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,刘荣科,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,杨昕欣|孙 桦,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,杨昕欣,核心专业类,必修,电子信息工程学院,3.5
B3I023160,电子电路（2）(全汉语),学院路校区,田亚飞,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,熊华钢|何 锋,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,高 强,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,王 彤,核心专业类,必修,电子信息工程学院,3.5
B3I023170,数字电路与系统(全汉语),学院路校区,李 峭,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,王 俊,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,万国龙,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,孙国良,核心专业类,必修,电子信息工程学院,3.5
B3I023180,数字信号处理(全汉语),学院路校区,高 飞,核心专业类,必修,电子信息工程学院,3.5
B3I023181,数字信号处理（全英文）(全英语),学院路校区,王祖林|田亚飞,核心专业类,必修,电子信息工程学院,3.5
B3I023190,随机过程理论(全汉语),学院路校区,张有光,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,李春升,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,徐华平,核心专业类,必修,电子信息工程学院,2
B3I023190,随机过程理论(全汉语),学院路校区,杨 威,核心专业类,必修,电子信息工程学院,2
B3I023221,自动控制原理（全英文）(全英语),学院路校区,韩圣千,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,王 俊,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,张玉玺,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,刁为民,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,张杰斌,核心专业类,必修,电子信息工程学院,2
B3I023920,综合创新-数字通信(全汉语),学院路校区,哈聪颖,核心专业类,必修,电子信息工程学院,2
B3I03301A,电气工程及其自动化专业导论(全汉语),学院路校区,马齐爽|郭 宏|雷银照|武建文|肖春燕|赵向阳|王 永,核心专业类,必修,自动化科学与电气工程学院,1
B3I033111,自动控制原理A（1）（全英文）(全英语),学院路校区,王 薇,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,林 岩,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,王艳东,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,张国峰,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311A,自动控制原理A（1）(全汉语),学院路校区,邱红专,核心专业类,必修,自动化科学与电气工程学院,3
B3I03311B,自动控制原理B（1）(全汉语),学院路校区,左宗玉,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I03311B,自动控制原理B（1）(全汉语),学院路校区,宋 华,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I03313A,自动化控制原理实验A（1）(全汉语),学院路校区,暂无信息,核心专业类,必修,自动化科学与电气工程学院,1
B3I033210,电力电子技术B(全汉语),学院路校区,武建文,核心专业类,必修,自动化科学与电气工程学院,2
B3I033210,电力电子技术B(全汉语),学院路校区,张俊民,核心专业类,必修,自动化科学与电气工程学院,2
B3I033220,自动控制元件(全汉语),学院路校区,赵向阳,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I033220,自动控制元件(全汉语),学院路校区,金 巍,核心专业类,必修,自动化科学与电气工程学院,2.5
B3I033230,自动控制元件与电力电子技术实验(全汉语),学院路校区,暂无信息,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,暂无信息,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,暂无信息,核心专业类,必修,自动化科学与电气工程学院,1
B3I033240,微机原理及接口技术实验(全汉语),学院路校区,暂无信息,核心专业类,必修,自动化科学与电气工程学院,1
B3I042130,气体动力学（2）(全汉语),学院路校区,额日其太,核心专业类,必修,能源与动力工程学院,2
B3I042130,气体动力学（2）(全汉语),学院路校区,邹正平,核心专业类,必修,能源与动力工程学院,2
B3I04314A,传热传质学（能源与动力工程专业）(全汉语),学院路校区,徐国强,核心专业类,必修,能源与动力工程学院,2.5
B3I04314B,传热学(全汉语),学院路校区,邓宏武,核心专业类,必修,能源与动力工程学院,2
B3I04314B,传热学(全汉语),学院路校区,李志强,核心专业类,必修,能源与动力工程学院,2
B3I043150,自动控制原理B(全汉语),学院路校区,王 磊,核心专业类,必修,能源与动力工程学院,2.5
B3I043150,自动控制原理B(全汉语),学院路校区,杨凌宇,核心专业类,必修,能源与动力工程学院,2.5
B3I043160,弹性力学(全汉语),学院路校区,闫晓军|张小勇,核心专业类,必修,能源与动力工程学院,2
B3I043170,物理化学(全汉语),学院路校区,王 女,核心专业类,必修,能源与动力工程学院,2
B3I043210,航空发动机原理（1）(全汉语),学院路校区,桂幸民,核心专业类,必修,能源与动力工程学院,2
B3I043230,航空发动机原理（2）(全汉语),学院路校区,刘玉英,核心专业类,必修,能源与动力工程学院,1.5
B3I043410,能量系统分析 (全汉语),学院路校区,吴 宏|李海旺,核心专业类,必修,能源与动力工程学院,2
B3I053110,飞机总体设计(全汉语),学院路校区,刘 虎|周尧明|黄敏杰,核心专业类,必修,航空科学与工程学院,3
B3I053110,飞机总体设计(全汉语),学院路校区,张云飞|李 可|孙康文,核心专业类,必修,航空科学与工程学院,3
B3I053110,飞机总体设计(全汉语),学院路校区,罗明强|杨穆清,核心专业类,必修,航空科学与工程学院,3
B3I05312B,飞机结构设计(全汉语),学院路校区,何景武,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,罗漳平,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,张纪奎,核心专业类,必修,航空科学与工程学院,3.5
B3I05312B,飞机结构设计(全汉语),学院路校区,程小全,核心专业类,必修,航空科学与工程学院,3.5
B3I053150,自动控制原理B(全汉语),学院路校区,董朝阳|严 德,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,苏 媛,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,孙立国,核心专业类,必修,航空科学与工程学院,3
B3I053150,自动控制原理B(全汉语),学院路校区,朱 磊,核心专业类,必修,航空科学与工程学院,3
B3I05320B,热工基础A（2）(全汉语),学院路校区,林贵平|柏立战,核心专业类,必修,航空科学与工程学院,2
B3I073330,制造工程基础(2)(全汉语),学院路校区,陈志同|陈华伟,核心专业类,必修,机械工程及自动化学院,3
B3I073330,制造工程基础(2)(全汉语),学院路校区,陈五一|韩先国|孙剑飞,核心专业类,必修,机械工程及自动化学院,3
B3I073330,制造工程基础(2)(全汉语),学院路校区,彭 翀|李 勋,核心专业类,必修,机械工程及自动化学院,3
B3I073410,机电控制工程基础(全汉语),学院路校区,刘 强|傅 健,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,丑武胜,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,王美清,核心专业类,必修,机械工程及自动化学院,2.5
B3I073410,机电控制工程基础(全汉语),学院路校区,袁松梅,核心专业类,必修,机械工程及自动化学院,2.5
B3I073420,机电传动控制(全汉语),学院路校区,张 伟,核心专业类,必修,机械工程及自动化学院,2
B3I073420,机电传动控制(全汉语),学院路校区,张 伟,核心专业类,必修,机械工程及自动化学院,2
B3I073420,机电传动控制(全汉语),学院路校区,齐铂金,核心专业类,必修,机械工程及自动化学院,2
B3I073570,设计专题(全汉语),学院路校区,尹 虎,核心专业类,必修,机械工程及自动化学院,2
B3I073580,专业课程设计(1)(全汉语),学院路校区,张 融|魏晓东,核心专业类,必修,机械工程及自动化学院,1
B3I073730,产品模型制作(2)(全汉语),学院路校区,刘永瞻,核心专业类,必修,机械工程及自动化学院,1.5
B3I073790,视觉传达设计(2)(全汉语),学院路校区,尹 虎|王 韫,核心专业类,必修,机械工程及自动化学院,1.5
B3I08224D,管理会计(全汉语),学院路校区,胡延杰,核心专业类,必修,经济管理学院,2
B3I083310,课程设计(市场营销)(全汉语),学院路校区,张明立,核心专业类,必修,经济管理学院,0.5
B3I08331C,工程经济学(全汉语),学院路校区,郑 筠,核心专业类,必修,经济管理学院,2
B3I08333D,管理信息系统(全汉语),学院路校区,贾素玲,核心专业类,必修,经济管理学院,2
B3I08334C,市场营销(全汉语),学院路校区,张明立,核心专业类,必修,经济管理学院,2.5
B3I08335C,生产与运作管理(全汉语),学院路校区,王 晶,核心专业类,必修,经济管理学院,2.5
B3I08336C,物流管理(全汉语),学院路校区,赵秋红,核心专业类,必修,经济管理学院,2
B3I08341C,计量经济学(全汉语),学院路校区,马 杰,核心专业类,必修,经济管理学院,3
B3I08343C,财政学(全汉语),学院路校区,白胜玲,核心专业类,必修,经济管理学院,1.5
B3I08357D,数据通讯与网络技术(全汉语),学院路校区,王 强,核心专业类,必修,经济管理学院,2
B3I08362D,系统工程与工业工程原理(全汉语),学院路校区,邓修权,核心专业类,必修,经济管理学院,2
B3I08363D,工作研究(全汉语),学院路校区,王赫鑫,核心专业类,必修,经济管理学院,2
B3I08368D,国际金融(全汉语),学院路校区,蒋 虹,核心专业类,必修,经济管理学院,2
B3I08373D,国际贸易实务(全汉语),学院路校区,白胜玲,核心专业类,必修,经济管理学院,2
B3I08381D,MATLAB应用(全汉语),学院路校区,罗开平,核心专业类,必修,经济管理学院,1.5
B3I09312A,拓扑学引论(全汉语),学院路校区,严夺魁,核心专业类,必修,数学与系统科学学院,3
B3I103110,生物技术,学院路校区,谢倍珍|付玉明,核心专业类,必修,生物与医学工程学院,3
B3I103120,免疫学(全汉语),学院路校区,易宗春|桑 晨|刘美丽,核心专业类,必修,生物与医学工程学院,2
B3I103130,分子生物学(全汉语),学院路校区,郑 权,核心专业类,必修,生物与医学工程学院,2
B3I103140,基因工程与蛋白质工程,学院路校区,郑丽沙,核心专业类,必修,生物与医学工程学院,2
B3I103150,细胞工程(全汉语),学院路校区,贡向辉|贾潇凌,核心专业类,必修,生物与医学工程学院,2
B3I103160,反应器技术,学院路校区,贡向辉|谢倍珍,核心专业类,必修,生物与医学工程学院,2
B3I103210,生物材料(全汉语),学院路校区,周 钢|刘海峰,核心专业类,必修,生物与医学工程学院,3
B3I103220,医用金属材料(全汉语),学院路校区,顾雪楠,核心专业类,必修,生物与医学工程学院,3
B3I103230,医用高分子材料(全汉语),学院路校区,牛旭锋|李林昊,核心专业类,必修,生物与医学工程学院,3
B3I103240,医用无机非金属材料(全汉语),学院路校区,李晓明,核心专业类,必修,生物与医学工程学院,2
B3I103250,生物材料检测与评价技术(全汉语),学院路校区,李 萍|李林昊,核心专业类,必修,生物与医学工程学院,2
B3I103410,生物力学(全汉语),学院路校区,孙安强|宫赫|刘笑宇|姚 杰|康红艳|王亚伟,核心专业类,必修,生物与医学工程学院,3
B3I103420,肌骨系统生物力学(全汉语),学院路校区,宫赫|刘笑宇|姚 杰|王亚伟,核心专业类,必修,生物与医学工程学院,3
B3I103430,血流动力学(全汉语),学院路校区,孙安强,核心专业类,必修,生物与医学工程学院,3
B3I103440,细胞生物力学(全汉语),学院路校区,贾潇凌|刘 肖|康红艳,核心专业类,必修,生物与医学工程学院,2
B3I103450,生物力学实验技术(全汉语),学院路校区,孙安强|王丽珍|刘笑宇|姚 杰,核心专业类,必修,生物与医学工程学院,2
B3I103510,生物医学电子(全汉语),学院路校区,张 弛,核心专业类,必修,生物与医学工程学院,3
B3I103540,生物医学信号处理(全英语),学院路校区,王 玲,核心专业类,必修,生物与医学工程学院,2
B3I103550,生物医学传感器(全汉语),学院路校区,周 钢|王 豫|张 弛|岳蜀华,核心专业类,必修,生物与医学工程学院,2
B3I113230,中国政治制度(全汉语),学院路校区,谢宝富,核心专业类,必修,人文社会科学学院,2
B3I113240,社会保障概论(全汉语),学院路校区,贾洪波,核心专业类,必修,人文社会科学学院,3
B3I113430,人格心理学(全汉语),学院路校区,邓虎,核心专业类,必修,人文社会科学学院,2
B3I113660,金融学(英汉双语),学院路校区,李筱光,核心专业类,必修,人文社会科学学院,4
B3I113730,计量经济学(全汉语),学院路校区,刘美芳,核心专业类,必修,人文社会科学学院,4
B3I113740,技术经济学(全汉语),学院路校区,侯琳琳,核心专业类,必修,人文社会科学学院,3
B3I123110,高级英语（1）(英汉双语),学院路校区,胥国红,核心专业类,必修,外国语学院,2
B3I123110,高级英语（1）(英汉双语),学院路校区,高 霞,核心专业类,必修,外国语学院,2
B3I123110,高级英语（1）(英汉双语),学院路校区,胥国红,核心专业类,必修,外国语学院,2
B3I123110,高级英语（1）(英汉双语),学院路校区,刘巍巍,核心专业类,必修,外国语学院,2
B3I123120,普通语言学导论(英汉双语),学院路校区,卫乃兴,核心专业类,必修,外国语学院,2
B3I123120,普通语言学导论(英汉双语),学院路校区,卫乃兴,核心专业类,必修,外国语学院,2
B3I123130,高级视听说（1）(英汉双语),学院路校区,王孝杰,核心专业类,必修,外国语学院,1
B3I123130,高级视听说（1）(英汉双语),学院路校区,王孝杰,核心专业类,必修,外国语学院,1
B3I123150,英美散文名篇(英汉双语),学院路校区,宋 敏,核心专业类,必修,外国语学院,2
B3I123150,英美散文名篇(英汉双语),学院路校区,宋 敏,核心专业类,必修,外国语学院,2
B3I123160,高级德语（1）(其他语言),学院路校区,陈 群,核心专业类,必修,外国语学院,4
B3I123170,德语国家文学史与作品选读（1）(其他语言),学院路校区,贺 克,核心专业类,必修,外国语学院,2
B3I123180,德语语言学(其他语言),学院路校区,刘 方,核心专业类,必修,外国语学院,2
B3I123190,德语高级听力(其他语言),学院路校区,刘 方,核心专业类,必修,外国语学院,2
B3I13312A,汽车构造及拆装实习,学院路校区,徐国艳|姬芬竹|王 岩,核心专业类,必修,交通科学与工程学院,6
B3I13312A,汽车构造及拆装实习,学院路校区,徐国艳|姬芬竹|王 岩,核心专业类,必修,交通科学与工程学院,6
B3I13321A,工程流体力学(全汉语),学院路校区,康 宁,核心专业类,必修,交通科学与工程学院,2
B3I13322A,汽车发动机原理(全汉语),学院路校区,宋凌珺,核心专业类,必修,交通科学与工程学院,2
B3I13334A,交通工程学(全汉语),学院路校区,鲁光泉,核心专业类,必修,交通科学与工程学院,2
B3I13336A,智能交通系统(英汉双语),学院路校区,田大新|马晓磊|于 滨|郑 楠,核心专业类,必修,交通科学与工程学院,2
B3I13339A,交通管理与控制(英汉双语),学院路校区,于海洋|吴新开|张 钊,核心专业类,必修,交通科学与工程学院,2
B3I13351A,航空发动机原理(全汉语),学院路校区,刘传凯,核心专业类,必修,交通科学与工程学院,2
B3I13352A,空气动力学基础(全汉语),学院路校区,吴江浩,核心专业类,必修,交通科学与工程学院,3
B3I13353A,飞机结构适航的力学基础(全汉语),学院路校区,熊峻江|白江波,核心专业类,必修,交通科学与工程学院,3
B3I13371A,土力学(全汉语),学院路校区,姚仰平|罗 汀,核心专业类,必修,交通科学与工程学院,3
B3I13372A,混凝土结构设计原理(全汉语),学院路校区,刁 波,核心专业类,必修,交通科学与工程学院,5
B3I13391A,自动控制原理B(全汉语),学院路校区,刘晓锋,核心专业类,必修,交通科学与工程学院,2.5
B3I14312A,自动控制原理B(全汉语),学院路校区,王晓峰,核心专业类,必修,可靠性与系统工程学院,2.5
B3I14321A,系统工程基础(全汉语),学院路校区,潘 星,核心专业类,必修,可靠性与系统工程学院,2
B3I14322A,系统可靠性设计分析(全汉语),学院路校区,杨多明,核心专业类,必修,可靠性与系统工程学院,2
B3I153010,自动控制原理B(全汉语),学院路校区,李惠峰,核心专业类,必修,宇航学院,3
B3I153010,自动控制原理B(全汉语),学院路校区,周 韬,核心专业类,必修,宇航学院,3
B3I153010,自动控制原理B(全汉语),学院路校区,邓忠民,核心专业类,必修,宇航学院,3
B3I172220,工程光学（2）(全汉语),学院路校区,江 洁,核心专业类,必修,仪器科学与光电工程学院,3
B3I172220,工程光学（2）(全汉语),学院路校区,屈玉福,核心专业类,必修,仪器科学与光电工程学院,3
B3I172220,工程光学（2）(全汉语),学院路校区,刘惠兰,核心专业类,必修,仪器科学与光电工程学院,3
B3I172220,工程光学（2）(全汉语),学院路校区,苏丽娟,核心专业类,必修,仪器科学与光电工程学院,3
B3I173260,微机原理与接口技术(全汉语),学院路校区,冯仁剑,核心专业类,必修,仪器科学与光电工程学院,2.5
B3I173260,微机原理与接口技术(全汉语),学院路校区,吴银锋,核心专业类,必修,仪器科学与光电工程学院,2.5
B3I173260,微机原理与接口技术(全汉语),学院路校区,于 宁,核心专业类,必修,仪器科学与光电工程学院,2.5
B3I173270,自动控制原理（1）(全汉语),学院路校区,魏 彤,核心专业类,必修,仪器科学与光电工程学院,3.5
B3I173270,自动控制原理（1）(全汉语),学院路校区,魏 鹏,核心专业类,必修,仪器科学与光电工程学院,3.5
B3I173280,信号分析与处理(全汉语),学院路校区,王 睿,核心专业类,必修,仪器科学与光电工程学院,4
B3I173280,信号分析与处理(全汉语),学院路校区,刘 震,核心专业类,必修,仪器科学与光电工程学院,4
B3I173280,信号分析与处理(全汉语),学院路校区,李 慧,核心专业类,必修,仪器科学与光电工程学院,4
B3I193330,电动力学(全汉语),学院路校区,许怀哲,核心专业类,必修,物理科学与核能工程学院,3
B3I193420,量子力学(全汉语),学院路校区,陈 勇,核心专业类,必修,物理科学与核能工程学院,4
B3I193630,近代物理实验（1）(全汉语),学院路校区,唐 芳|王 玫|郝维昌|钱建强|崔益民|李文萍|张高龙|蔡 微,核心专业类,必修,物理科学与核能工程学院,2
B3I20321A,商法（含公司法和证券法）(全汉语),学院路校区,周学峰,核心专业类,必修,法学院,3
B3I203310,国际公法(全汉语),学院路校区,夏春利,核心专业类,必修,法学院,3
B3I213110,操作系统与Linux内核导读,学院路校区,原仓周,核心专业类,必修,软件学院,4
B3I213120,计算机网络与应用(英汉双语),学院路校区,王海泉,核心专业类,必修,软件学院,4
B3I213130,程序编译与运行,学院路校区,邵兵,核心专业类,必修,软件学院,4
B3I27319A,结构化学(全汉语),学院路校区,周嘉嘉,核心专业类,必修,化学学院,4
B1A043230,复变函数(全汉语),学院路校区,王 强,数学与自然科学类,选修,能源与动力工程学院,2
50G01030,图像处理(全汉语),学院路校区,游 晖,公共选修课程,选修,宇航学院,1.5
50G01050,西方音乐史与名曲鉴赏(全汉语),学院路校区,李爱华,公共选修课程,选修,人文社会科学学院,1.5
50G01120,中国少数民族的历史、宗教与文化(全汉语),学院路校区,黄建华,公共选修课程,选修,马克思主义学院,1.5
50G01170,CAD与三维设计(全汉语),学院路校区,陈甜甜,公共选修课程,选修,机械工程及自动化学院,1
50G01240,声乐与合唱艺术(全汉语),学院路校区,苏丹娜,公共选修课程,选修,人文社会科学学院,1.5
50G01270,国际商法(全汉语),学院路校区,薄守省|孙新强,公共选修课程,选修,法学院,1.5
B2G010130,清洁生产与可持续发展(全汉语),学院路校区,朱立群|李卫平,一般通识类,选修,材料科学与工程学院,1
B2G020120,航空电子导航(全汉语),学院路校区,赵 昀,一般通识类,选修,电子信息工程学院,1
B2G020150,EDA基础(全汉语),学院路校区,王文光,一般通识类,选修,电子信息工程学院,1
B2G030150,单片机原理及应用(Motorola)(全汉语),学院路校区,张 静,一般通识类,选修,自动化科学与电气工程学院,1.5
B2G030160,DSP原理及应用(全汉语),学院路校区,孙 丹,一般通识类,选修,自动化科学与电气工程学院,2
B2G030230,电子自助实验(全汉语),学院路校区,肖 瑾,一般通识类,选修,自动化科学与电气工程学院,2
B2G030250,基于ARM的现代电子技术实验(全汉语),学院路校区,黄亚玲,一般通识类,选修,自动化科学与电气工程学院,1
B2G030270,嵌入式应用硬件接口电路实验(全汉语),学院路校区,李 莉,一般通识类,选修,自动化科学与电气工程学院,1
B2G030280,可编程控制器(PLC)的工作原理及应用(全汉语),学院路校区,李 可,一般通识类,选修,自动化科学与电气工程学院,1
B2G050120,飞机设计概论(全汉语),学院路校区,周尧明,一般通识类,选修,航空科学与工程学院,1.5
B2G050130,工程流体力学(全汉语),学院路校区,赵小虎,一般通识类,选修,航空科学与工程学院,1
B2G050150,现代战争中的隐身技术(全汉语),学院路校区,姬金祖,一般通识类,选修,航空科学与工程学院,1
B2G050150,现代战争中的隐身技术(全汉语),学院路校区,姬金祖,一般通识类,选修,航空科学与工程学院,1
B2G060130,计算机网络安全技术(全汉语),学院路校区,夏春和,一般通识类,选修,计算机学院,1.5
B2G060230,分布式虚拟环境(全汉语),学院路校区,周 忠,一般通识类,选修,计算机学院,1
B2G060240,CUDA编程与应用(全汉语),学院路校区,李吉刚,一般通识类,选修,计算机学院,1
B2G060260,数字图像工程基础(全汉语),学院路校区,李 波|胡海苗,一般通识类,选修,计算机学院,1
B2G070120,先进制造技术概论(英语授课)(全英语),学院路校区,乔立红,一般通识类,选修,机械工程及自动化学院,2
B2G070220,产品创新设计方法导论(全汉语),学院路校区,魏 巍,一般通识类,选修,机械工程及自动化学院,1
B2G070290,创意创新创业(全汉语),学院路校区,王田苗,一般通识类,选修,机械工程及自动化学院,1
B2G070310,有趣的机构发明(全汉语),学院路校区,于靖军,一般通识类,选修,机械工程及自动化学院,1
B2G110210,舞蹈艺术（1）(全汉语),学院路校区,刘峥洋,一般通识类,选修,人文社会科学学院,1
B2G110250,歌剧欣赏(全汉语),学院路校区,苏丹娜,一般通识类,选修,人文社会科学学院,1
B2G110280,音乐作品分析与欣赏(全汉语),学院路校区,苏丹娜,一般通识类,选修,人文社会科学学院,1
B2G130110,适航概论(全汉语),学院路校区,张曙光|柯 鹏,一般通识类,选修,交通科学与工程学院,1
B2G150110,导弹概论(全汉语),学院路校区,周 韬,一般通识类,选修,宇航学院,1
B2G150210,深空探测导论(全汉语),学院路校区,徐世杰|王 悦,一般通识类,选修,宇航学院,1.5
B2G190120,开放物理实验(全汉语),学院路校区,唐 芳,一般通识类,选修,物理科学与核能工程学院,2
B2G270150,印象北京(全汉语),学院路校区,薛 峰,一般通识类,选修,化学学院,1
B2G280200,沧桑正道：中国共产党与国家治理能力和治理体系现代化(全汉语),学院路校区,马炳涛,一般通识类,选修,马克思主义学院,2
B2G510210,大学生团体心理辅导(全汉语),学院路校区,张 焰,一般通识类,选修,学生处武装部,1
B2G520110,信息检索与网络应用(全汉语),学院路校区,冯花朴,一般通识类,选修,图书馆,1
B2G560130,音乐剧欣赏与表演实践（1）(全汉语),学院路校区,张冉,一般通识类,选修,团委,1
B2G560250,戏剧鉴赏（1）(全汉语),学院路校区,钱晓天,一般通识类,选修,团委,1
B2G560280,职业发展与就业指导（2）(全汉语),学院路校区,陈伟东,一般通识类,选修,招生就业处,1
B2G560280,职业发展与就业指导（2）(全汉语),学院路校区,刘 睿,一般通识类,选修,招生就业处,1
B2G560330,健康常识教育(全汉语),学院路校区,曹丽娟,一般通识类,选修,校医院,1
B2G560370,创业实训（1）(全汉语),学院路校区,董青春,一般通识类,选修,校内其它单位,1
B2G560380,航模技术(初级)(全汉语),学院路校区,孙景桥,一般通识类,选修,校内其它单位,2
B3I050511,弹性力学（英文）(全英语),学院路校区,张 彤|孙玉鑫|郭早阳|董雷霆,一般专业类,选修,航空科学与工程学院,3
B3I09311A,微分几何(全汉语),学院路校区,贺慧霞,一般专业类,必修,数学与系统科学学院,3
B3I09331A,最优化理论与算法(全汉语),学院路校区,刘红英,一般专业类,选修,数学与系统科学学院,3
B3I123510,修辞学导论(英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I123520,公众演讲(全英语),学院路校区,Franny Solnic,一般专业类,选修,外国语学院,2
B3I123530,体裁写作(英汉双语),学院路校区,李英梅,一般专业类,选修,外国语学院,2
B3I123550,美国研究(英汉双语),学院路校区,郑 飞,一般专业类,选修,外国语学院,2
B3I123710,英汉交替传译（1）(英汉双语),学院路校区,胥国红,一般专业类,选修,外国语学院,2
B3I123720,汉英交替传译（1）(英汉双语),学院路校区,王 沛,一般专业类,选修,外国语学院,2
B3I123730,计算机辅助翻译(英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I123740,英汉语言对比(英汉双语),学院路校区,王义娜,一般专业类,选修,外国语学院,2
B3I123750,翻译概论(英汉双语),学院路校区,文 军,一般专业类,选修,外国语学院,2
B3I123770,文学翻译(英汉双语),学院路校区,彭 予,一般专业类,选修,外国语学院,2
B3I123790,新闻编译 (英汉双语),学院路校区,钱多秀,一般专业类,选修,外国语学院,2
B3I13362B,金属与复合材料力学分析(全汉语),学院路校区,潘 强,一般专业类,选修,交通科学与工程学院,2
B3I13368B,矢量与张量引论(全汉语),学院路校区,张艳来,一般专业类,选修,交通科学与工程学院,2
B3I14361A,安全原理(全汉语),学院路校区,赵廷弟,一般专业类,必修,可靠性与系统工程学院,1.5
B3J013360,金属材料制备原理及工艺(全汉语),学院路校区,蒋成保,一般专业类,选修,材料科学与工程学院,2
B3J013370,无机非金属材料制备原理及工艺(全汉语),学院路校区,张 跃,一般专业类,选修,材料科学与工程学院,2
B3J013380,高分子及复合材料制备基础(全汉语),学院路校区,顾轶卓,一般专业类,选修,材料科学与工程学院,2
B3J013390,材料成型原理及工艺(全汉语),学院路校区,周铁涛|吴国清,一般专业类,选修,材料科学与工程学院,2
